Attaching to postgres, mysql, mongo
[32mpostgres    |[0m The files belonging to this database system will be owned by user "postgres".
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:56:29.141+00:00"},"s":"I",  "c":"NETWORK",  "id":23015,   "ctx":"listener","msg":"Listening on","attr":{"address":"/tmp/mongodb-27017.sock"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:56:29.141+00:00"},"s":"I",  "c":"NETWORK",  "id":23015,   "ctx":"listener","msg":"Listening on","attr":{"address":"0.0.0.0"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:56:29.141+00:00"},"s":"I",  "c":"NETWORK",  "id":23016,   "ctx":"listener","msg":"Waiting for connections","attr":{"port":27017,"ssl":"off"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.108+00:00"},"s":"I",  "c":"CONTROL",  "id":23377,   "ctx":"SignalHandler","msg":"Received signal","attr":{"signal":15,"error":"Terminated"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.109+00:00"},"s":"I",  "c":"CONTROL",  "id":23378,   "ctx":"SignalHandler","msg":"Signal was sent by kill(2)","attr":{"pid":0,"uid":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.109+00:00"},"s":"I",  "c":"CONTROL",  "id":23381,   "ctx":"SignalHandler","msg":"will terminate after current cmd ends"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.109+00:00"},"s":"I",  "c":"REPL",     "id":4784900, "ctx":"SignalHandler","msg":"Stepping down the ReplicationCoordinator for shutdown","attr":{"waitTimeMillis":10000}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.109+00:00"},"s":"I",  "c":"COMMAND",  "id":4784901, "ctx":"SignalHandler","msg":"Shutting down the MirrorMaestro"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.109+00:00"},"s":"I",  "c":"SHARDING", "id":4784902, "ctx":"SignalHandler","msg":"Shutting down the WaitForMajorityService"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.109+00:00"},"s":"I",  "c":"CONTROL",  "id":4784903, "ctx":"SignalHandler","msg":"Shutting down the LogicalSessionCache"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.109+00:00"},"s":"I",  "c":"NETWORK",  "id":20562,   "ctx":"SignalHandler","msg":"Shutdown: going to close listening sockets"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.109+00:00"},"s":"I",  "c":"NETWORK",  "id":23017,   "ctx":"listener","msg":"removing socket file","attr":{"path":"/tmp/mongodb-27017.sock"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"NETWORK",  "id":4784905, "ctx":"SignalHandler","msg":"Shutting down the global connection pool"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"STORAGE",  "id":4784906, "ctx":"SignalHandler","msg":"Shutting down the FlowControlTicketholder"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"-",        "id":20520,   "ctx":"SignalHandler","msg":"Stopping further Flow Control ticket acquisitions."}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"STORAGE",  "id":4784908, "ctx":"SignalHandler","msg":"Shutting down the PeriodicThreadToAbortExpiredTransactions"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"STORAGE",  "id":4784934, "ctx":"SignalHandler","msg":"Shutting down the PeriodicThreadToDecreaseSnapshotHistoryCachePressure"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"REPL",     "id":4784909, "ctx":"SignalHandler","msg":"Shutting down the ReplicationCoordinator"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"SHARDING", "id":4784910, "ctx":"SignalHandler","msg":"Shutting down the ShardingInitializationMongoD"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"REPL",     "id":4784911, "ctx":"SignalHandler","msg":"Enqueuing the ReplicationStateTransitionLock for shutdown"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"-",        "id":4784912, "ctx":"SignalHandler","msg":"Killing all operations for shutdown"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"-",        "id":4695300, "ctx":"SignalHandler","msg":"Interrupted all currently running operations","attr":{"opsKilled":3}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"COMMAND",  "id":4784913, "ctx":"SignalHandler","msg":"Shutting down all open transactions"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"REPL",     "id":4784914, "ctx":"SignalHandler","msg":"Acquiring the ReplicationStateTransitionLock for shutdown"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"INDEX",    "id":4784915, "ctx":"SignalHandler","msg":"Shutting down the IndexBuildsCoordinator"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"REPL",     "id":4784916, "ctx":"SignalHandler","msg":"Reacquiring the ReplicationStateTransitionLock for shutdown"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"REPL",     "id":4784917, "ctx":"SignalHandler","msg":"Attempting to mark clean shutdown"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"NETWORK",  "id":4784918, "ctx":"SignalHandler","msg":"Shutting down the ReplicaSetMonitor"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"SHARDING", "id":4784921, "ctx":"SignalHandler","msg":"Shutting down the MigrationUtilExecutor"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"CONTROL",  "id":4784925, "ctx":"SignalHandler","msg":"Shutting down free monitoring"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"CONTROL",  "id":20609,   "ctx":"SignalHandler","msg":"Shutting down free monitoring"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"STORAGE",  "id":4784927, "ctx":"SignalHandler","msg":"Shutting down the HealthLog"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"STORAGE",  "id":4784929, "ctx":"SignalHandler","msg":"Acquiring the global lock for shutdown"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"STORAGE",  "id":4784930, "ctx":"SignalHandler","msg":"Shutting down the storage engine"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"STORAGE",  "id":20282,   "ctx":"SignalHandler","msg":"Deregistering all the collections"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"STORAGE",  "id":22261,   "ctx":"SignalHandler","msg":"Timestamp monitor shutting down"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.110+00:00"},"s":"I",  "c":"STORAGE",  "id":22317,   "ctx":"SignalHandler","msg":"WiredTigerKVEngine shutting down"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.113+00:00"},"s":"I",  "c":"STORAGE",  "id":22318,   "ctx":"SignalHandler","msg":"Shutting down session sweeper thread"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.114+00:00"},"s":"I",  "c":"STORAGE",  "id":22319,   "ctx":"SignalHandler","msg":"Finished shutting down session sweeper thread"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.114+00:00"},"s":"I",  "c":"STORAGE",  "id":22320,   "ctx":"SignalHandler","msg":"Shutting down journal flusher thread"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.114+00:00"},"s":"I",  "c":"STORAGE",  "id":22321,   "ctx":"SignalHandler","msg":"Finished shutting down journal flusher thread"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.114+00:00"},"s":"I",  "c":"STORAGE",  "id":22322,   "ctx":"SignalHandler","msg":"Shutting down checkpoint thread"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.114+00:00"},"s":"I",  "c":"STORAGE",  "id":22323,   "ctx":"SignalHandler","msg":"Finished shutting down checkpoint thread"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.114+00:00"},"s":"I",  "c":"STORAGE",  "id":4795902, "ctx":"SignalHandler","msg":"Closing WiredTiger","attr":{"closeConfig":"leak_memory=true,"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.160+00:00"},"s":"I",  "c":"STORAGE",  "id":4795901, "ctx":"SignalHandler","msg":"WiredTiger closed","attr":{"durationMillis":46}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.160+00:00"},"s":"I",  "c":"STORAGE",  "id":22279,   "ctx":"SignalHandler","msg":"shutdown: removing fs lock..."}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.160+00:00"},"s":"I",  "c":"-",        "id":4784931, "ctx":"SignalHandler","msg":"Dropping the scope cache for shutdown"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.160+00:00"},"s":"I",  "c":"FTDC",     "id":4784926, "ctx":"SignalHandler","msg":"Shutting down full-time data capture"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.160+00:00"},"s":"I",  "c":"FTDC",     "id":20626,   "ctx":"SignalHandler","msg":"Shutting down full-time diagnostic data capture"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.165+00:00"},"s":"I",  "c":"CONTROL",  "id":20565,   "ctx":"SignalHandler","msg":"Now exiting"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T15:57:03.165+00:00"},"s":"I",  "c":"CONTROL",  "id":23138,   "ctx":"SignalHandler","msg":"Shutting down","attr":{"exitCode":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:35.646+00:00"},"s":"I",  "c":"CONTROL",  "id":23285,   "ctx":"main","msg":"Automatically disabling TLS 1.0, to force-enable TLS 1.0 specify --sslDisabledProtocols 'none'"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:35.647+00:00"},"s":"W",  "c":"ASIO",     "id":22601,   "ctx":"main","msg":"No TransportLayer configured during NetworkInterface startup"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:35.647+00:00"},"s":"I",  "c":"NETWORK",  "id":4648601, "ctx":"main","msg":"Implicit TCP FastOpen unavailable. If TCP FastOpen is required, set tcpFastOpenServer, tcpFastOpenClient, and tcpFastOpenQueueSize."}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:35.647+00:00"},"s":"I",  "c":"STORAGE",  "id":4615611, "ctx":"initandlisten","msg":"MongoDB starting","attr":{"pid":1,"port":27017,"dbPath":"/data/db","architecture":"64-bit","host":"e2ace837c9e5"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:35.647+00:00"},"s":"I",  "c":"CONTROL",  "id":23403,   "ctx":"initandlisten","msg":"Build Info","attr":{"buildInfo":{"version":"4.4.3","gitVersion":"913d6b62acfbb344dde1b116f4161360acd8fd13","openSSLVersion":"OpenSSL 1.1.1  11 Sep 2018","modules":[],"allocator":"tcmalloc","environment":{"distmod":"ubuntu1804","distarch":"x86_64","target_arch":"x86_64"}}}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:35.647+00:00"},"s":"I",  "c":"CONTROL",  "id":51765,   "ctx":"initandlisten","msg":"Operating System","attr":{"os":{"name":"Ubuntu","version":"18.04"}}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:35.647+00:00"},"s":"I",  "c":"CONTROL",  "id":21951,   "ctx":"initandlisten","msg":"Options set by command line","attr":{"options":{"net":{"bindIp":"*"}}}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:35.648+00:00"},"s":"I",  "c":"STORAGE",  "id":22270,   "ctx":"initandlisten","msg":"Storage engine to use detected by data files","attr":{"dbpath":"/data/db","storageEngine":"wiredTiger"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:35.648+00:00"},"s":"I",  "c":"STORAGE",  "id":22297,   "ctx":"initandlisten","msg":"Using the XFS filesystem is strongly recommended with the WiredTiger storage engine. See http://dochub.mongodb.org/core/prodnotes-filesystem","tags":["startupWarnings"]}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:35.648+00:00"},"s":"I",  "c":"STORAGE",  "id":22315,   "ctx":"initandlisten","msg":"Opening WiredTiger","attr":{"config":"create,cache_size=3473M,session_max=33000,eviction=(threads_min=4,threads_max=4),config_base=false,statistics=(fast),log=(enabled=true,archive=true,path=journal,compressor=snappy),file_manager=(close_idle_time=100000,close_scan_interval=10,close_handle_minimum=250),statistics_log=(wait=0),verbose=[recovery_progress,checkpoint_progress,compact_progress],"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.339+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":"[1613664216:339792][1:0x7f451a69eac0], txn-recover: [WT_VERB_RECOVERY_PROGRESS] Recovering log 4 through 5"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.385+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":"[1613664216:385210][1:0x7f451a69eac0], txn-recover: [WT_VERB_RECOVERY_PROGRESS] Recovering log 5 through 5"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.447+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":"[1613664216:447146][1:0x7f451a69eac0], txn-recover: [WT_VERB_RECOVERY | WT_VERB_RECOVERY_PROGRESS] Main recovery loop: starting at 4/5120 to 5/256"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.533+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":"[1613664216:533722][1:0x7f451a69eac0], txn-recover: [WT_VERB_RECOVERY_PROGRESS] Recovering log 4 through 5"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.583+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":"[1613664216:583016][1:0x7f451a69eac0], txn-recover: [WT_VERB_RECOVERY_PROGRESS] Recovering log 5 through 5"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.626+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":"[1613664216:626343][1:0x7f451a69eac0], txn-recover: [WT_VERB_RECOVERY | WT_VERB_RECOVERY_PROGRESS] Set global recovery timestamp: (0, 0)"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.626+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":"[1613664216:626390][1:0x7f451a69eac0], txn-recover: [WT_VERB_RECOVERY | WT_VERB_RECOVERY_PROGRESS] Set global oldest timestamp: (0, 0)"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.648+00:00"},"s":"I",  "c":"STORAGE",  "id":4795906, "ctx":"initandlisten","msg":"WiredTiger opened","attr":{"durationMillis":1000}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.649+00:00"},"s":"I",  "c":"RECOVERY", "id":23987,   "ctx":"initandlisten","msg":"WiredTiger recoveryTimestamp","attr":{"recoveryTimestamp":{"$timestamp":{"t":0,"i":0}}}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.650+00:00"},"s":"I",  "c":"STORAGE",  "id":4366408, "ctx":"initandlisten","msg":"No table logging settings modifications are required for existing WiredTiger tables","attr":{"loggingEnabled":true}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.651+00:00"},"s":"I",  "c":"STORAGE",  "id":22262,   "ctx":"initandlisten","msg":"Timestamp monitor starting"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.656+00:00"},"s":"W",  "c":"CONTROL",  "id":22120,   "ctx":"initandlisten","msg":"Access control is not enabled for the database. Read and write access to data and configuration is unrestricted","tags":["startupWarnings"]}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.657+00:00"},"s":"I",  "c":"STORAGE",  "id":20536,   "ctx":"initandlisten","msg":"Flow Control is enabled on this deployment"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.658+00:00"},"s":"I",  "c":"FTDC",     "id":20625,   "ctx":"initandlisten","msg":"Initializing full-time diagnostic data capture","attr":{"dataDirectory":"/data/db/diagnostic.data"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.660+00:00"},"s":"I",  "c":"NETWORK",  "id":23015,   "ctx":"listener","msg":"Listening on","attr":{"address":"/tmp/mongodb-27017.sock"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.660+00:00"},"s":"I",  "c":"NETWORK",  "id":23015,   "ctx":"listener","msg":"Listening on","attr":{"address":"0.0.0.0"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:03:36.660+00:00"},"s":"I",  "c":"NETWORK",  "id":23016,   "ctx":"listener","msg":"Waiting for connections","attr":{"port":27017,"ssl":"off"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.219+00:00"},"s":"I",  "c":"CONTROL",  "id":23377,   "ctx":"SignalHandler","msg":"Received signal","attr":{"signal":15,"error":"Terminated"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.220+00:00"},"s":"I",  "c":"CONTROL",  "id":23378,   "ctx":"SignalHandler","msg":"Signal was sent by kill(2)","attr":{"pid":0,"uid":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.220+00:00"},"s":"I",  "c":"CONTROL",  "id":23381,   "ctx":"SignalHandler","msg":"will terminate after current cmd ends"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.220+00:00"},"s":"I",  "c":"REPL",     "id":4784900, "ctx":"SignalHandler","msg":"Stepping down the ReplicationCoordinator for shutdown","attr":{"waitTimeMillis":10000}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.221+00:00"},"s":"I",  "c":"COMMAND",  "id":4784901, "ctx":"SignalHandler","msg":"Shutting down the MirrorMaestro"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.221+00:00"},"s":"I",  "c":"SHARDING", "id":4784902, "ctx":"SignalHandler","msg":"Shutting down the WaitForMajorityService"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.221+00:00"},"s":"I",  "c":"CONTROL",  "id":4784903, "ctx":"SignalHandler","msg":"Shutting down the LogicalSessionCache"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"NETWORK",  "id":20562,   "ctx":"SignalHandler","msg":"Shutdown: going to close listening sockets"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"NETWORK",  "id":23017,   "ctx":"listener","msg":"removing socket file","attr":{"path":"/tmp/mongodb-27017.sock"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"NETWORK",  "id":4784905, "ctx":"SignalHandler","msg":"Shutting down the global connection pool"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"STORAGE",  "id":4784906, "ctx":"SignalHandler","msg":"Shutting down the FlowControlTicketholder"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"-",        "id":20520,   "ctx":"SignalHandler","msg":"Stopping further Flow Control ticket acquisitions."}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"STORAGE",  "id":4784908, "ctx":"SignalHandler","msg":"Shutting down the PeriodicThreadToAbortExpiredTransactions"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"STORAGE",  "id":4784934, "ctx":"SignalHandler","msg":"Shutting down the PeriodicThreadToDecreaseSnapshotHistoryCachePressure"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"REPL",     "id":4784909, "ctx":"SignalHandler","msg":"Shutting down the ReplicationCoordinator"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"SHARDING", "id":4784910, "ctx":"SignalHandler","msg":"Shutting down the ShardingInitializationMongoD"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"REPL",     "id":4784911, "ctx":"SignalHandler","msg":"Enqueuing the ReplicationStateTransitionLock for shutdown"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"-",        "id":4784912, "ctx":"SignalHandler","msg":"Killing all operations for shutdown"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"-",        "id":4695300, "ctx":"SignalHandler","msg":"Interrupted all currently running operations","attr":{"opsKilled":3}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"COMMAND",  "id":4784913, "ctx":"SignalHandler","msg":"Shutting down all open transactions"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"REPL",     "id":4784914, "ctx":"SignalHandler","msg":"Acquiring the ReplicationStateTransitionLock for shutdown"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"INDEX",    "id":4784915, "ctx":"SignalHandler","msg":"Shutting down the IndexBuildsCoordinator"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"REPL",     "id":4784916, "ctx":"SignalHandler","msg":"Reacquiring the ReplicationStateTransitionLock for shutdown"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"REPL",     "id":4784917, "ctx":"SignalHandler","msg":"Attempting to mark clean shutdown"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"NETWORK",  "id":4784918, "ctx":"SignalHandler","msg":"Shutting down the ReplicaSetMonitor"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"SHARDING", "id":4784921, "ctx":"SignalHandler","msg":"Shutting down the MigrationUtilExecutor"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"CONTROL",  "id":4784925, "ctx":"SignalHandler","msg":"Shutting down free monitoring"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"CONTROL",  "id":20609,   "ctx":"SignalHandler","msg":"Shutting down free monitoring"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"STORAGE",  "id":4784927, "ctx":"SignalHandler","msg":"Shutting down the HealthLog"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"STORAGE",  "id":4784929, "ctx":"SignalHandler","msg":"Acquiring the global lock for shutdown"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"STORAGE",  "id":4784930, "ctx":"SignalHandler","msg":"Shutting down the storage engine"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"STORAGE",  "id":20282,   "ctx":"SignalHandler","msg":"Deregistering all the collections"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"STORAGE",  "id":22261,   "ctx":"SignalHandler","msg":"Timestamp monitor shutting down"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.222+00:00"},"s":"I",  "c":"STORAGE",  "id":22317,   "ctx":"SignalHandler","msg":"WiredTigerKVEngine shutting down"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.223+00:00"},"s":"I",  "c":"STORAGE",  "id":22318,   "ctx":"SignalHandler","msg":"Shutting down session sweeper thread"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.223+00:00"},"s":"I",  "c":"STORAGE",  "id":22319,   "ctx":"SignalHandler","msg":"Finished shutting down session sweeper thread"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.223+00:00"},"s":"I",  "c":"STORAGE",  "id":22320,   "ctx":"SignalHandler","msg":"Shutting down journal flusher thread"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.223+00:00"},"s":"I",  "c":"STORAGE",  "id":22321,   "ctx":"SignalHandler","msg":"Finished shutting down journal flusher thread"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.223+00:00"},"s":"I",  "c":"STORAGE",  "id":22322,   "ctx":"SignalHandler","msg":"Shutting down checkpoint thread"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.223+00:00"},"s":"I",  "c":"STORAGE",  "id":22323,   "ctx":"SignalHandler","msg":"Finished shutting down checkpoint thread"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.223+00:00"},"s":"I",  "c":"STORAGE",  "id":4795902, "ctx":"SignalHandler","msg":"Closing WiredTiger","attr":{"closeConfig":"leak_memory=true,"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.265+00:00"},"s":"I",  "c":"STORAGE",  "id":4795901, "ctx":"SignalHandler","msg":"WiredTiger closed","attr":{"durationMillis":42}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.265+00:00"},"s":"I",  "c":"STORAGE",  "id":22279,   "ctx":"SignalHandler","msg":"shutdown: removing fs lock..."}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.265+00:00"},"s":"I",  "c":"-",        "id":4784931, "ctx":"SignalHandler","msg":"Dropping the scope cache for shutdown"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.265+00:00"},"s":"I",  "c":"FTDC",     "id":4784926, "ctx":"SignalHandler","msg":"Shutting down full-time data capture"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.265+00:00"},"s":"I",  "c":"FTDC",     "id":20626,   "ctx":"SignalHandler","msg":"Shutting down full-time diagnostic data capture"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T16:04:02.270+00:00"},"s":"I",  "c":"CONTROL",  "id":20565,   "ctx":"SignalHandler","msg":"Now exiting"}
